0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x000001F1EB556438>,pisco,pe,-13.71,71.6,83,90,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EA49BCF8>,westpunt,an,,,,,,
<citipy.citipy.City object at 0x000001F1EADD7A58>,biak,id,-0.91,77.04,100,32,1.52,1514655710
<citipy.citipy.City object at 0x000001F1EA7E9240>,jiangyou,cn,31.78,30.55,85,20,1.74,1514655698
<citipy.citipy.City object at 0x000001F1EA5F3BA8>,cidreira,br,-30.17,82.3,70,0,14.38,1514655449
<citipy.citipy.City object at 0x000001F1EA815E48>,urumqi,cn,,,,,,
<citipy.citipy.City object at 0x000001F1EA708E80>,dolbeau,ca,,,,,,
<citipy.citipy.City object at 0x000001F1EBCCEB00>,jamestown,sh,-33.21,51.3,93,76,2.64,1514655379
<citipy.citipy.City object at 0x000001F1EB308978>,toliary,mg,,,,,,
<citipy.citipy.City object at 0x000001F1EBD48198>,sungai padi,th,6.09,80.6,83,90,13.87,1514653200
<citipy.citipy.City object at 0x000001F1EB308B38>,tsiroanomandidy,mg,-18.77,66.96,98,88,0.89,1514655932
<citipy.citipy.City object at 0x000001F1EABCAB00>,lamlash,gb,55.53,43.56,75,40,13.87,1514654400
<citipy.citipy.City object at 0x000001F1EA719128>,iqaluit,ca,63.75,-14.81,75,75,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EA59C518>,hamilton,bm,32.3,60.8,93,90,14.99,1514652900
<citipy.citipy.City object at 0x000001F1EA6A9CC0>,sao joao da barra,br,-21.64,86,55,0,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EAFFD2B0>,bandar-e lengeh,ir,26.56,64.4,68,0,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB31D940>,douentza,ml,15.01,73.66,25,0,6.6,1514655935
<citipy.citipy.City object at 0x000001F1EBB6D550>,namtsy,ru,62.72,-33.58,0,44,2.64,1514655936
<citipy.citipy.City object at 0x000001F1EADD6B00>,banda aceh,id,5.56,76.23,97,64,3.24,1514655650
<citipy.citipy.City object at 0x000001F1EB46BE48>,bilma,ne,18.69,65.2,29,0,10.29,1514655702
<citipy.citipy.City object at 0x000001F1EAB83A58>,port-gentil,ga,-0.72,84.2,79,75,6.93,1514653200
<citipy.citipy.City object at 0x000001F1EB13FE48>,marsabit,ke,2.34,78.16,36,0,8.16,1514655937
<citipy.citipy.City object at 0x000001F1EB308AC8>,tsihombe,mg,,,,,,
<citipy.citipy.City object at 0x000001F1EBCB69B0>,auki,sb,12.18,75.51,26,0,8.34,1514655938
<citipy.citipy.City object at 0x000001F1EAABD240>,los llanos de aridane,es,28.66,68,72,20,1.12,1514655000
<citipy.citipy.City object at 0x000001F1EAA59E48>,comendador,do,18.88,86,58,20,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EACFD400>,bubaque,gw,11.28,89.6,25,0,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EAE02CF8>,sabang,id,13.72,76.72,98,92,17.4,1514655712
<citipy.citipy.City object at 0x000001F1EB2F8198>,zlitan,ly,32.47,58.63,77,0,15.88,1514655939
<citipy.citipy.City object at 0x000001F1EA818DD8>,wufeng,cn,24.63,61.99,88,75,14.99,1514653200
<citipy.citipy.City object at 0x000001F1EBD1EEB8>,biltine,td,14.53,71.64,36,0,5.03,1514655940
<citipy.citipy.City object at 0x000001F1EA4B77B8>,hainburg,at,50.07,51.8,81,75,13.87,1514654400
<citipy.citipy.City object at 0x000001F1EB515E80>,muscat,om,23.6,69.8,56,0,3.36,1514652600
<citipy.citipy.City object at 0x000001F1EAE07518>,soe,id,57.91,33.8,89,24,8.05,1514652600
<citipy.citipy.City object at 0x000001F1EA7E6390>,huilong,cn,28.89,29.02,82,0,2.64,1514655943
<citipy.citipy.City object at 0x000001F1EBACCEF0>,kadykchan,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EB850978>,vale da amoreira,pt,38.65,59,93,75,8.05,1514655000
<citipy.citipy.City object at 0x000001F1EBCC53C8>,koping,se,59.51,32,90,88,5.82,1514654400
<citipy.citipy.City object at 0x000001F1EA725C88>,maniwaki,ca,46.38,-1.67,57,68,3.8,1514655945
<citipy.citipy.City object at 0x000001F1EA4E3FD0>,sawtell,au,-30.38,71.6,88,44,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EB2F62B0>,jalu,ly,29.03,60.25,52,32,15.61,1514655497
<citipy.citipy.City object at 0x000001F1EB5026D8>,alofi,nu,-19.06,78.48,100,92,13.98,1514655619
<citipy.citipy.City object at 0x000001F1EB33D630>,grand gaube,mu,-20.01,80.6,78,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EA808FD0>,shache,cn,38.42,13.45,67,0,3.13,1514655946
<citipy.citipy.City object at 0x000001F1EA73E588>,saint-augustin,ca,44.83,55.24,76,0,10.29,1514655000
<citipy.citipy.City object at 0x000001F1EB320F60>,lashio,mm,22.93,58.18,95,24,1.74,1514655505
<citipy.citipy.City object at 0x000001F1EBF2D358>,hays,us,38.88,8.6,60,90,10.29,1514652960
<citipy.citipy.City object at 0x000001F1EA45C0F0>,sharjah,ae,25.36,70.38,64,0,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EBA68780>,blagoyevo,ru,63.37,28.57,88,80,9.17,1514655696
<citipy.citipy.City object at 0x000001F1EA7509B0>,thunder bay,ca,48.41,-4.01,58,20,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EA8E99E8>,ponta do sol,cv,-20.63,72.58,95,92,3.87,1514655461
<citipy.citipy.City object at 0x000001F1EA72B6A0>,moose factory,ca,51.26,-9.41,76,75,13.87,1514653200
<citipy.citipy.City object at 0x000001F1EBCB61D0>,riyadh,sa,24.63,60.8,31,0,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB1891D0>,raton,us,36.9,24.8,68,1,5.82,1514652840
<citipy.citipy.City object at 0x000001F1EB305CC0>,manakara,mg,-22.14,77.58,95,92,12.59,1514655951
<citipy.citipy.City object at 0x000001F1EA70ED68>,fort nelson,ca,58.81,-41.81,64,5,1.34,1514653200
<citipy.citipy.City object at 0x000001F1EC253550>,port elizabeth,za,39.31,23.59,92,90,6.93,1514654460
<citipy.citipy.City object at 0x000001F1EC24C438>,komatipoort,za,-25.43,74.61,77,12,4.36,1514655952
<citipy.citipy.City object at 0x000001F1EADED5F8>,katobu,id,-4.94,78.66,100,8,2.75,1514655493
<citipy.citipy.City object at 0x000001F1EBA99048>,dormidontovka,ru,47.77,2.88,67,24,2.8,1514655953
<citipy.citipy.City object at 0x000001F1EA59C5C0>,saint george,bm,39.45,44.6,65,20,5.82,1514652600
<citipy.citipy.City object at 0x000001F1EAAEB898>,shambu,et,9.57,59.53,57,48,2.35,1514655954
<citipy.citipy.City object at 0x000001F1EBCF3BE0>,goderich,sl,43.74,17.91,99,68,16.96,1514655630
<citipy.citipy.City object at 0x000001F1EAC1D0F0>,nanortalik,gl,60.14,28.53,97,80,7.27,1514655403
<citipy.citipy.City object at 0x000001F1EB15B1D0>,north platte,us,41.12,3.2,71,90,8.05,1514652780
<citipy.citipy.City object at 0x000001F1EBAB3470>,gorno-chuyskiy,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EA4ABA90>,santiago del estero,ar,-27.8,101.83,34,0,9.69,1514655955
<citipy.citipy.City object at 0x000001F1EBCB6470>,sakakah,sa,,,,,,
<citipy.citipy.City object at 0x000001F1EA753BA8>,vanderhoof,ca,54.02,-17.6,70,0,2.8,1514655665
<citipy.citipy.City object at 0x000001F1EA750EB8>,torbay,ca,47.66,27.54,79,90,17.22,1514653200
<citipy.citipy.City object at 0x000001F1EBCBCEB8>,umm durman,sd,,,,,,
<citipy.citipy.City object at 0x000001F1EB1E4320>,hermitage,us,41.23,16.57,72,90,12.75,1514654520
<citipy.citipy.City object at 0x000001F1EB008550>,minab,ir,27.15,57.2,67,0,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EC239908>,samusu,ws,,,,,,
<citipy.citipy.City object at 0x000001F1EBBCFC18>,provideniya,ru,64.42,2.47,100,0,13.31,1514655495
<citipy.citipy.City object at 0x000001F1EB3D3160>,nacozari,mx,25.34,79.33,50,20,2.75,1514655959
<citipy.citipy.City object at 0x000001F1EA73C160>,redwater,ca,53.95,-25.61,60,1,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB8715C0>,saint-joseph,re,43.56,53.22,81,0,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EBD8C710>,lolua,tv,,,,,,
<citipy.citipy.City object at 0x000001F1EB2A7908>,karkaralinsk,kz,,,,,,
<citipy.citipy.City object at 0x000001F1EB5027B8>,ahipara,nz,-35.17,56.11,100,44,4.81,1514655641
<citipy.citipy.City object at 0x000001F1EBAE4A58>,kedrovyy,ru,56.17,12.2,85,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EBCFBD68>,dakar,sn,14.69,75.2,53,0,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EA721FD0>,louisbourg,ca,,,,,,
<citipy.citipy.City object at 0x000001F1EBCC66D8>,norrtalje,se,59.76,33.89,91,75,8.05,1514654400
<citipy.citipy.City object at 0x000001F1EB0C2400>,port antonio,jm,18.18,86,62,20,6.93,1514653200
<citipy.citipy.City object at 0x000001F1EBE53240>,nome,us,30.04,58.05,77,90,4.7,1514654100
<citipy.citipy.City object at 0x000001F1EB2039B0>,spearfish,us,44.49,-0.46,76,1,9.17,1514655300
<citipy.citipy.City object at 0x000001F1EBA65B00>,bilibino,ru,68.06,-27.23,41,36,2.3,1514655604
<citipy.citipy.City object at 0x000001F1EA7A1C18>,jacqueville,ci,5.21,84.2,79,20,8.05,1514655000
<citipy.citipy.City object at 0x000001F1EBCA0208>,zarubino,ru,42.65,17.1,100,68,5.37,1514655966
<citipy.citipy.City object at 0x000001F1EB2A94E0>,maykain,kz,,,,,,
<citipy.citipy.City object at 0x000001F1EA7F1CC0>,lasa,cn,34.92,61.47,63,75,6.93,1514655000
<citipy.citipy.City object at 0x000001F1EABCA828>,kirkwall,gb,58.98,36.39,93,24,8.05,1514654400
<citipy.citipy.City object at 0x000001F1EBD215C0>,faya,td,18.39,62.6,17,0,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB54F1D0>,marcona,pe,,,,,,
<citipy.citipy.City object at 0x000001F1EBA384E0>,aksarka,ru,66.56,4.45,80,92,13.71,1514655970
<citipy.citipy.City object at 0x000001F1EC253F28>,saldanha,za,41.42,48.73,93,80,6.78,1514655431
<citipy.citipy.City object at 0x000001F1EBCB6CF8>,kirakira,sb,-10.46,81.18,100,48,7.38,1514655636
<citipy.citipy.City object at 0x000001F1EA7CBE48>,chengdu,cn,30.68,42.8,75,8,3.31,1514653200
<citipy.citipy.City object at 0x000001F1EA810A90>,songjianghe,cn,42.18,9.31,78,80,2.42,1514655972
<citipy.citipy.City object at 0x000001F1EBEF9198>,lewiston,us,46.42,39.83,56,40,5.82,1514652960
<citipy.citipy.City object at 0x000001F1EA7EB3C8>,jinchang,cn,38.52,7.51,42,0,3.91,1514655973
<citipy.citipy.City object at 0x000001F1EB0E4CF8>,izumo,jp,35.37,37.4,64,75,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EB343588>,souillac,mu,45.6,57.2,82,0,13.87,1514655000
<citipy.citipy.City object at 0x000001F1EB4A5FD0>,kollumerland,nl,,,,,,
<citipy.citipy.City object at 0x000001F1EAC19B00>,winneba,gh,5.35,84.2,79,12,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EC24C8D0>,kruisfontein,za,-34,67.9,89,100,10.8,1514655521
<citipy.citipy.City object at 0x000001F1EAF022E8>,kavaratti,in,10.57,81.58,100,0,7.94,1514655617
<citipy.citipy.City object at 0x000001F1EC24C2B0>,knysna,za,-34.04,69.8,83,75,6.93,1514653200
<citipy.citipy.City object at 0x000001F1EACEB438>,san jose,gt,15.79,68.58,80,12,4.09,1514655609
<citipy.citipy.City object at 0x000001F1EBF47BA8>,waldoboro,us,44.1,7.3,54,1,6.93,1514652960
<citipy.citipy.City object at 0x000001F1EBA63DA0>,beringovskiy,ru,63.05,-0.23,100,24,23.11,1514655529
<citipy.citipy.City object at 0x000001F1EAE28DD8>,elat,il,2.91,77.17,69,68,1.52,1514655979
<citipy.citipy.City object at 0x000001F1EB2F6DD8>,tukrah,ly,,,,,,
<citipy.citipy.City object at 0x000001F1EAAFC5C0>,sorvag,fo,,,,,,
<citipy.citipy.City object at 0x000001F1EA4E83C8>,swan hill,au,-35.34,56.16,77,0,5.88,1514655631
<citipy.citipy.City object at 0x000001F1EA4DEB70>,mareeba,au,-16.99,73.4,94,20,1.12,1514653200
<citipy.citipy.City object at 0x000001F1EB4D54E0>,honningsvag,no,70.98,25.29,100,24,14.09,1514655982
<citipy.citipy.City object at 0x000001F1EB201DA0>,sumter,us,33.92,52,4,1,10.18,1514654100
<citipy.citipy.City object at 0x000001F1EB502F28>,christchurch,nz,-43.53,57.2,100,64,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EB462470>,quelimane,mz,-17.88,80.6,69,40,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EBCB6BA8>,gizo,sb,31.8,60.87,67,20,5.82,1514652600
<citipy.citipy.City object at 0x000001F1EA5CFBE0>,boa vista,br,2.82,87.8,58,75,11.41,1514653200
<citipy.citipy.City object at 0x000001F1EA6BE1D0>,sombrio,br,-29.11,72.85,92,88,8.9,1514655984
<citipy.citipy.City object at 0x000001F1EC232A58>,isangel,vu,-19.55,76.9,100,0,7.83,1514655458
<citipy.citipy.City object at 0x000001F1EA718EF0>,inuvik,ca,68.36,-8.43,68,20,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EBC03AC8>,shitkino,ru,56.37,11.11,82,92,2.57,1514655729
<citipy.citipy.City object at 0x000001F1EBB330B8>,labytnangi,ru,66.66,-1.81,71,64,8.57,1514655988
<citipy.citipy.City object at 0x000001F1EB3AE048>,ixtapa,mx,20.71,77,65,75,4.7,1514652240
<citipy.citipy.City object at 0x000001F1EA7CD860>,dafeng,cn,33.2,32.17,87,0,8.16,1514655990
<citipy.citipy.City object at 0x000001F1EAE85A20>,candolim,in,15.52,70.33,100,0,5.77,1514655990
<citipy.citipy.City object at 0x000001F1EB27F358>,ciudad bolivar,ve,8.12,81.67,73,64,12.15,1514655765
<citipy.citipy.City object at 0x000001F1EB327C88>,thayetmyo,mm,19.32,74.02,76,20,8.46,1514655991
<citipy.citipy.City object at 0x000001F1EBE874E0>,morro bay,us,35.37,47.97,49,1,2.53,1514652960
<citipy.citipy.City object at 0x000001F1EA762FD0>,lodja,cd,-3.52,69.07,97,80,3.36,1514655993
<citipy.citipy.City object at 0x000001F1EB39DF98>,guerrero negro,mx,27.97,67.14,62,20,4.81,1514655414
<citipy.citipy.City object at 0x000001F1EB46BCC0>,arlit,ne,18.74,69.39,20,0,10.69,1514655994
<citipy.citipy.City object at 0x000001F1EB6AAA58>,manuk mangkaw,ph,4.8,82.3,100,12,5.26,1514655995
<citipy.citipy.City object at 0x000001F1EBD1E748>,cockburn town,tc,21.46,78.3,100,0,5.82,1514655669
<citipy.citipy.City object at 0x000001F1EBD9FD30>,kasamwa,tz,-2.84,67.5,90,88,6.78,1514655996
<citipy.citipy.City object at 0x000001F1EB270BA8>,angren,uz,41.01,19.89,64,48,2.8,1514655996
<citipy.citipy.City object at 0x000001F1EAE05A90>,sijunjung,id,-0.69,69.66,96,80,2.08,1514655997
<citipy.citipy.City object at 0x000001F1EA8D9DA0>,camaguey,cu,21.38,80.6,57,40,12.75,1514652600
<citipy.citipy.City object at 0x000001F1EA8D92E8>,bahia honda,cu,22.9,77.71,73,64,5.66,1514655998
<citipy.citipy.City object at 0x000001F1EBDA8CC0>,madimba,tz,4.42,84.2,79,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EB0155C0>,hofn,is,64.25,29.25,100,24,14.5,1514655417
<citipy.citipy.City object at 0x000001F1EB465F60>,walvis bay,na,-22.95,65.43,100,0,4.81,1514655644
<citipy.citipy.City object at 0x000001F1EA727518>,mayo,ca,63.59,-45.41,64,5,2.64,1514653200
<citipy.citipy.City object at 0x000001F1EB31ED68>,tessalit,ml,20.2,69.07,22,0,8.12,1514655410
<citipy.citipy.City object at 0x000001F1EBC038D0>,shirokiy,ru,53.87,33.48,97,92,13.38,1514656001
<citipy.citipy.City object at 0x000001F1EADF7550>,nabire,id,-3.36,68.31,92,64,1.63,1514656002
<citipy.citipy.City object at 0x000001F1EAAFC978>,vestmanna,fo,62.16,35.6,64,24,11.41,1514654400
<citipy.citipy.City object at 0x000001F1EA7EEE10>,korla,cn,,,,,,
<citipy.citipy.City object at 0x000001F1EB154DA0>,dillon,us,45.22,28.4,74,90,10.29,1514652780
<citipy.citipy.City object at 0x000001F1EB379828>,chihuahua,mx,28.66,65.61,54,0,4.03,1514656005
<citipy.citipy.City object at 0x000001F1EAC214A8>,kindia,gn,10.05,86.98,31,0,3.02,1514656006
<citipy.citipy.City object at 0x000001F1EBE50F98>,kenai,us,60.55,17.56,92,20,13.87,1514652960
<citipy.citipy.City object at 0x000001F1EC267C18>,kadoma,zw,-18.34,76.14,36,12,5.88,1514656007
<citipy.citipy.City object at 0x000001F1EA4D3550>,carnarvon,au,-30.97,80.28,18,100,9.8,1514655478
<citipy.citipy.City object at 0x000001F1EA769E48>,bouar,cf,5.94,80.28,30,8,10.13,1514656008
<citipy.citipy.City object at 0x000001F1EC22E668>,phan rang,vn,,,,,,
<citipy.citipy.City object at 0x000001F1EB4F8DA0>,vardo,no,39.62,28.11,79,90,6.93,1514654100
<citipy.citipy.City object at 0x000001F1EB54CF60>,mala,pe,-12.66,67.95,91,64,4.14,1514656010
<citipy.citipy.City object at 0x000001F1EBD049B0>,bur gabo,so,,,,,,
<citipy.citipy.City object at 0x000001F1EA5B5780>,amarante do maranhao,br,-5.57,87.52,72,32,3.42,1514655757
<citipy.citipy.City object at 0x000001F1EBA8C4E0>,chumikan,ru,54.72,1.12,72,68,3.42,1514656012
<citipy.citipy.City object at 0x000001F1EBF8A6D8>,hibbing,us,47.43,-17.32,56,90,5.82,1514654100
<citipy.citipy.City object at 0x000001F1EB5666D8>,tautira,pf,-17.73,80.6,69,20,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB2C0748>,monrovia,lr,6.33,86,74,20,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EB29CDD8>,tabiauea,ki,,,,,,
<citipy.citipy.City object at 0x000001F1EBAE6CF8>,khani,ru,41.96,55.4,54,75,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EB324E48>,myitkyina,mm,25.38,57.69,91,20,2.24,1514656015
<citipy.citipy.City object at 0x000001F1EA7D1710>,dayong,cn,11.74,78.3,100,68,26.24,1514656015
<citipy.citipy.City object at 0x000001F1EB07FF98>,pachino,it,36.72,55.4,76,0,13.87,1514652600
<citipy.citipy.City object at 0x000001F1EBCC2908>,harnosand,se,62.63,9.54,92,0,18.01,1514654400
<citipy.citipy.City object at 0x000001F1EAF2FEB8>,mahuva,in,21.09,73.21,95,0,17.4,1514656017
<citipy.citipy.City object at 0x000001F1EBCB6A58>,buala,sb,-8.15,78.52,100,80,3.87,1514655743
<citipy.citipy.City object at 0x000001F1EB7B6B00>,keti bandar,pk,24.14,69.48,100,0,10.29,1514656018
<citipy.citipy.City object at 0x000001F1EB270278>,rocha,uy,-34.48,95.31,41,44,3.42,1514655405
<citipy.citipy.City object at 0x000001F1EB7A2A20>,baffa,pk,34.44,28.26,74,0,2.24,1514656019
<citipy.citipy.City object at 0x000001F1EA4E1748>,mount isa,au,-20.73,87.8,52,40,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EBAEDA20>,khonuu,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EAC28320>,saint-francois,gp,46.42,55.4,71,75,6.93,1514655000
<citipy.citipy.City object at 0x000001F1EBC4F6D8>,tura,ru,25.52,55.93,83,0,3.42,1514655604
<citipy.citipy.City object at 0x000001F1EA6F16D8>,aklavik,ca,68.22,-17.81,67,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EB2A9E10>,saryshagan,kz,,,,,,
<citipy.citipy.City object at 0x000001F1EADEED68>,kupang,id,-10.16,77.53,100,76,2.64,1514655895
<citipy.citipy.City object at 0x000001F1EB268B38>,sheridan,us,39.65,16.47,92,90,15.17,1514655360
<citipy.citipy.City object at 0x000001F1EA8E9D30>,sao filipe,cv,14.9,75.46,88,32,15.95,1514655659
<citipy.citipy.City object at 0x000001F1EAA6FCC0>,san cristobal,ec,-0.39,64.4,55,40,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB218940>,denton,us,33.22,44.87,87,90,10.29,1514654820
<citipy.citipy.City object at 0x000001F1EAAF05F8>,kemijarvi,fi,,,,,,
<citipy.citipy.City object at 0x000001F1EBD4AE48>,yasothon,th,15.8,71.95,71,12,18.9,1514656026
<citipy.citipy.City object at 0x000001F1EB462080>,mocuba,mz,-16.84,78.43,70,0,6.55,1514655688
<citipy.citipy.City object at 0x000001F1EB0674A8>,manerbio,it,45.36,36.36,86,0,3.36,1514654400
<citipy.citipy.City object at 0x000001F1EB45E940>,inhambane,mz,-23.87,76.45,91,44,11.14,1514655432
<citipy.citipy.City object at 0x000001F1EB2C0278>,wattegama,lk,7.35,67.9,94,8,2.86,1514656028
<citipy.citipy.City object at 0x000001F1EBD044E0>,barawe,so,,,,,,
<citipy.citipy.City object at 0x000001F1EBD29A90>,ban tak,th,17.04,66.82,99,32,2.8,1514656028
<citipy.citipy.City object at 0x000001F1EA725518>,lumsden,ca,50.65,-25.61,74,75,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB048E10>,crotone,it,39.09,54,100,0,5.14,1514656029
<citipy.citipy.City object at 0x000001F1EB86DA20>,doha,qa,25.29,68,88,0,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EB502860>,amberley,nz,-43.15,57.2,100,56,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EBE53160>,kodiak,us,39.95,8.6,65,90,14.99,1514652780
<citipy.citipy.City object at 0x000001F1EB5192E8>,sur,om,22.57,68.08,100,0,1.3,1514655572
<citipy.citipy.City object at 0x000001F1EB7A5FD0>,chaman,pk,30.92,25.29,76,0,2.86,1514656033
<citipy.citipy.City object at 0x000001F1EA6DEF28>,dekar,bw,-21.53,82.12,41,64,4.25,1514656033
<citipy.citipy.City object at 0x000001F1EBA4D630>,aykhal,ru,65.95,-10.9,69,64,3.02,1514656034
<citipy.citipy.City object at 0x000001F1EA518278>,crab hill,bb,,,,,,
<citipy.citipy.City object at 0x000001F1EA4E1CF8>,nelson bay,au,-32.72,71.6,78,90,11.41,1514653200
<citipy.citipy.City object at 0x000001F1EAE10080>,waingapu,id,-9.65,73.66,100,88,3.31,1514656036
<citipy.citipy.City object at 0x000001F1EBCC6BE0>,ostersund,se,63.18,10.4,85,48,6.93,1514654400
<citipy.citipy.City object at 0x000001F1EB2A20F0>,bodden town,ky,19.28,82.4,74,20,14.99,1514652720
<citipy.citipy.City object at 0x000001F1EA698630>,rolim de moura,br,,,,,,
<citipy.citipy.City object at 0x000001F1EC22DB38>,ha tinh,vn,18.33,66.1,100,92,25.39,1514655463
<citipy.citipy.City object at 0x000001F1EBD07390>,mogadishu,so,2.04,78.52,98,0,25.46,1514656039
<citipy.citipy.City object at 0x000001F1EB47E940>,maiduguri,ng,11.84,73.66,37,0,8.79,1514656039
<citipy.citipy.City object at 0x000001F1EB203710>,pierre,us,44.37,-11.21,63,90,4.7,1514652780
<citipy.citipy.City object at 0x000001F1EBCBC128>,marawi,sd,8,66.78,100,20,1.3,1514656040
<citipy.citipy.City object at 0x000001F1EB015C88>,stykkisholmur,is,65.08,15.48,100,88,6.78,1514656040
<citipy.citipy.City object at 0x000001F1EBC143C8>,solovetskiy,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EA4DCB00>,karratha,au,-20.74,76.68,79,0,9.46,1514655542
<citipy.citipy.City object at 0x000001F1EA6C9B38>,touros,br,-5.2,85.95,68,12,14.88,1514655696
<citipy.citipy.City object at 0x000001F1EB2C32E8>,ariogala,lt,55.26,32,87,90,4.7,1514654400
<citipy.citipy.City object at 0x000001F1EB0153C8>,grindavik,is,63.84,29.35,79,90,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EC222278>,la asuncion,ve,-1.64,69.8,56,40,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EAE0E668>,tidore,id,,,,,,
<citipy.citipy.City object at 0x000001F1EBCCAE48>,umea,se,63.83,28.4,92,20,5.82,1514654400
<citipy.citipy.City object at 0x000001F1EBAFD4E0>,kodinsk,ru,58.6,4.05,79,80,2.91,1514656045
<citipy.citipy.City object at 0x000001F1EBC61FD0>,ust-omchug,ru,61.13,-19.99,27,36,2.57,1514656045
<citipy.citipy.City object at 0x000001F1EB29CD30>,rungata,ki,,,,,,
<citipy.citipy.City object at 0x000001F1EB2F6748>,sabha,ly,27.03,52.29,58,0,5.82,1514656046
<citipy.citipy.City object at 0x000001F1EBC68908>,vagay,ru,57.94,9.81,84,48,5.88,1514656047
<citipy.citipy.City object at 0x000001F1EBA9CA58>,dulyapino,ru,57.26,33.3,96,92,16.62,1514656047
<citipy.citipy.City object at 0x000001F1EA4D2198>,ayr,au,55.46,43.45,75,40,13.87,1514654400
<citipy.citipy.City object at 0x000001F1EB827390>,cascais,pt,38.7,59,93,75,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EA7607F0>,dibaya,cd,,,,,,
<citipy.citipy.City object at 0x000001F1EB1F4E10>,santa isabel,us,4.71,77,78,75,8.05,1514653200
<citipy.citipy.City object at 0x000001F1EA818550>,weihe,cn,32.99,18.9,68,0,1.9,1514656051
<citipy.citipy.City object at 0x000001F1EBF2D828>,lawrence,us,38.97,11.95,61,90,13.87,1514652840
<citipy.citipy.City object at 0x000001F1EC242D68>,calvinia,za,-31.47,79.56,15,0,10.36,1514656052
<citipy.citipy.City object at 0x000001F1EC23BB70>,lahij,ye,13.06,62.1,94,0,3.76,1514656052
<citipy.citipy.City object at 0x000001F1EA81F208>,xichang,cn,27.88,23.85,77,0,1.63,1514655516
<citipy.citipy.City object at 0x000001F1EAA90518>,aswan,eg,24.09,69.8,30,0,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EB452EB8>,labuan,my,5.28,77.92,94,75,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EAC1D208>,narsaq,gl,60.91,30.2,50,75,4.7,1514652600
<citipy.citipy.City object at 0x000001F1EA9666D8>,blumberg,de,47.84,51.04,81,75,17.22,1514654400
<citipy.citipy.City object at 0x000001F1EA6E4F28>,mosetse,bw,-20.64,85.27,38,64,3.58,1514656055
<citipy.citipy.City object at 0x000001F1EB4BFF60>,a,no,,,,,,
<citipy.citipy.City object at 0x000001F1EBDE0198>,ivankiv,ua,50.93,35.6,100,80,4.47,1514653200
<citipy.citipy.City object at 0x000001F1EA4D31D0>,byron bay,au,-28.65,75.2,88,75,5.82,1514654460
<citipy.citipy.City object at 0x000001F1EAFD5320>,tezu,in,27.93,50.26,69,8,1.86,1514656057
<citipy.citipy.City object at 0x000001F1EAB5A518>,plouzane,fr,48.38,55.78,87,90,28.86,1514655000
<citipy.citipy.City object at 0x000001F1EB2F2B00>,awbari,ly,26.59,50.08,63,0,4.54,1514656057
<citipy.citipy.City object at 0x000001F1EA874358>,la primavera,co,-32.92,91.4,18,0,16.11,1514653200
<citipy.citipy.City object at 0x000001F1EBD04C18>,eyl,so,7.98,75.78,86,0,21.47,1514655524
<citipy.citipy.City object at 0x000001F1EBC46128>,troitsko-pechorsk,ru,62.71,29.16,84,80,8.39,1514655607
